TIMESTAMP,WLEV
0,1430.6909090909078
1,1431.139393939393
2,1431.583549783549
3,1432.023376623376
4,1432.4588744588723
5,1433.1212121212102
6,1433.4329004328984
7,1433.5497835497815
8,1433.6277056277036
9,1433.5930735930715
10,1433.8874458874438
11,1434.047619047617
12,1434.5151515151492
13,1435.021645021643
14,1435.4372294372274
15,1436.0562770562751
16,1436.3246753246733
17,1436.3982683982663
18,1436.7186147186126
19,1436.7748917748897
20,1436.8571428571408
21,1436.922077922076
22,1436.8787878787857
23,1436.8311688311667
24,1436.6450216450196
25,1436.8528138528118
26,1437.3679653679633
27,1437.7705627705607
28,1438.1688311688292
29,1438.7186147186128
30,1439.004329004327
31,1439.2294372294352
32,1439.5497835497818
33,1439.6493506493487
34,1440.1038961038942
35,1440.0562770562751
36,1439.7489177489158
37,1439.6190476190457
38,1439.5757575757557
39,1439.6190476190457
40,1439.7489177489156
41,1439.6796536796517
42,1440.030303030301
43,1439.999999999998
44,1440.0606060606042
45,1440.1688311688292
46,1440.233766233764
47,1440.2554112554094
48,1440.233766233764
49,1440.1688311688292
50,1440.0606060606042
51,1439.909090909089
52,1439.999999999998
53,1439.999999999998
54,1439.999999999998
55,1439.999999999998
56,1439.999999999998
57,1439.909090909089
58,1439.969696969695
59,1440.2294372294352
60,1440.3116883116863
61,1440.5497835497818
62,1440.6580086580066
63,1440.5454545454525
64,1440.5454545454527
65,1440.3722943722923
66,1440.3116883116863
67,1439.3160173160154
68,1439.99134199134
69,1441.9350649350629
70,1444.2121212121192
71,1445.7012987012968
72,1446.999999999998
73,1447.5151515151497
74,1446.987012987011
75,1445.3982683982663
76,1445.5887445887424
77,1446.160173160171
78,1446.8095238095218
79,1446.86147186147
80,1446.939393939392
81,1447.060606060604
82,1447.047619047617
83,1447.3419913419893
84,1445.6753246753228
85,1448.5367965367946
86,1451.8138528138506
87,1456.5064935064916
88,1460.2294372294352
89,1462.8225108225088
90,1462.6233766233745
91,1460.8701298701278
92,1456.9480519480499
93,1457.6017316017296
94,1456.6926406926386
95,1458.1558441558423
96,1458.3766233766214
97,1459.051948051946
98,1458.865800865799
99,1459.7316017315998
100,1459.9740259740238
101,1460.7575757575737
102,1461.142857142855
103,1462.0909090909072
104,1461.8701298701276
105,1462.2987012986991
106,1462.865800865799
107,1463.2251082251062
108,1462.3636363636342
109,1461.0909090909072
110,1460.4242424242402
111,1459.9393939393917
112,1460.108225108223
113,1460.7965367965348
114,1462.2467532467513
115,1463.3160173160154
116,1463.6796536796517
117,1463.5454545454525
118,1463.6926406926386
119,1464.07792207792
120,1463.5627705627685
121,1462.956709956708
122,1462.6363636363617
123,1462.5411255411234
124,1461.8528138528118
125,1461.6666666666647
126,1461.8874458874438
127,1462.6363636363617
128,1461.86147186147
129,1462.1168831168811
130,1461.7056277056256
131,1462.225108225106
132,1461.0606060606042
133,1460.5064935064916
134,1461.2770562770543
135,1461.6190476190454
136,1462.047619047617
137,1462.8831168831148
138,1462.2813852813833
139,1462.9783549783529
140,1461.6363636363617
141,1460.3463203463182
142,1460.5324675324655
143,1459.138528138526
144,1459.103896103894
145,1459.6580086580066
146,1459.3203463203442
147,1460.7012987012968
148,1460.5714285714266
149,1460.6753246753226
150,1461.1645021645
151,1460.2857142857124
152,1460.07792207792
153,1459.99134199134
154,1459.6363636363617
155,1460.0562770562751
156,1460.1168831168811
157,1460.7099567099547
158,1460.7012987012968
159,1460.4718614718595
160,1460.5541125541104
161,1460.6190476190454
162,1460.952380952379
163,1460.9783549783529
164,1460.831168831167
165,1460.4632034632014
166,1459.9653679653659
167,1459.7142857142837
168,1459.7056277056258
169,1459.6926406926386
170,1459.29437229437
171,1459.7359307359288
172,1459.7662337662318
173,1459.6536796536775
174,1459.012987012985
175,1458.6839826839805
176,1457.6190476190454
177,1457.4632034632014
178,1456.8701298701278
179,1456.9307359307338
180,1457.2467532467513
181,1456.6233766233745
182,1456.952380952379
183,1457.043290043288
184,1456.8484848484827
185,1457.4978354978334
186,1456.4935064935044
187,1456.7272727272707
188,1456.9350649350629
189,1457.2121212121192
190,1458.2683982683961
191,1458.3030303030282
192,1458.4372294372274
193,1457.961038961037
194,1456.3160173160154
195,1457.064935064933
196,1456.5930735930715
197,1456.8268398268378
198,1456.25108225108
199,1456.6969696969677
200,1456.6839826839807
201,1455.6623376623356
202,1456.0086580086559
203,1457.2424242424222
204,1457.125541125539
205,1457.064935064933
206,1456.6363636363617
207,1456.7402597402577
208,1455.4848484848465
209,1454.5367965367946
210,1455.6320346320326
211,1456.186147186145
212,1457.5714285714266
213,1458.999999999998
214,1460.1645021645002
215,1460.987012987011
216,1460.8744588744569
217,1460.9956709956691
218,1460.900432900431
219,1460.4112554112533
220,1460.9177489177468
221,1460.9090909090887
222,1461.233766233764
223,1461.1515151515132
224,1461.7099567099547
225,1462.099567099565
226,1462.3203463203442
227,1461.5844155844136
228,1461.6753246753226
229,1462.4069264069244
230,1462.9696969696947
231,1462.6233766233745
232,1463.8008658008637
233,1464.3160173160152
234,1464.2943722943703
235,1463.073593073591
236,1462.5670995670976
237,1462.4632034632014
238,1462.5974025974006
239,1462.233766233764
240,1462.4675324675304
241,1462.6277056277036
242,1462.3203463203442
243,1461.5151515151497
244,1461.5627705627685
245,1462.199134199132
246,1464.047619047617
247,1465.012987012985
248,1465.4632034632014
249,1465.354978354976
250,1463.9480519480499
251,1462.7402597402574
252,1463.168831168829
253,1463.6147186147166
254,1463.9350649350627
255,1464.4632034632014
256,1465.3290043290021
257,1465.116883116881
258,1464.965367965366
259,1464.5108225108204
260,1464.8181818181797
261,1464.6969696969677
262,1464.7445887445867
263,1465.095238095236
264,1464.7099567099544
265,1464.3722943722923
266,1464.2467532467513
267,1462.891774891773
268,1461.8095238095216
269,1461.138528138526
270,1460.8225108225088
271,1461.1168831168811
272,1460.6190476190454
273,1461.134199134197
274,1461.4199134199114
275,1461.2207792207773
276,1460.5064935064916
277,1460.5800865800845
278,1461.2987012986991
279,1462.3290043290021
280,1462.112554112552
281,1462.4069264069244
282,1462.6580086580066
283,1462.8571428571408
284,1462.3722943722923
285,1461.8268398268378
286,1461.8744588744566
287,1460.5930735930715
288,1459.264069264067
289,1459.5930735930715
290,1459.5800865800845
291,1460.5324675324655
292,1460.3939393939372
293,1460.4675324675304
294,1460.0865800865781
295,1459.064935064933
296,1458.9437229437208
297,1458.6233766233745
298,1457.6103896103875
299,1457.6233766233745
300,1456.9177489177468
301,1456.264069264067
302,1454.6363636363617
303,1453.1558441558423
304,1453.2770562770543
305,1452.3982683982663
306,1452.203463203461
307,1452.6363636363617
308,1452.5887445887424
309,1452.4718614718595
310,1452.3809523809505
311,1452.2727272727252
312,1453.004329004327
313,1452.4112554112535
314,1453.0086580086559
315,1453.4761904761885
316,1453.6363636363617
317,1454.3073593073573
318,1454.7359307359288
319,1454.8787878787857
320,1454.5584415584394
321,1453.5238095238074
322,1454.6190476190454
323,1455.8744588744569
324,1457.3333333333312
325,1458.4891774891753
326,1459.12121212121
327,1459.5108225108206
328,1458.3463203463184
329,1457.168831168829
330,1456.8528138528118
331,1457.030303030301
332,1457.6406926406905
333,1457.7792207792186
334,1458.264069264067
335,1459.1601731601713
336,1459.1948051948032
337,1459.8571428571408
338,1460.6839826839805
339,1460.952380952379
340,1460.7489177489156
341,1459.5411255411236
342,1458.3203463203442
343,1457.3203463203442
344,1456.5324675324655
345,1456.3722943722923
